LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
37579-0,"Views^WO & W weight",Find,Pt,"Upper extremity>Acromioclavicular joint",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Acromioclavicular Joint Views WO and W weight",,2.14,false,"Views^WO & W weight:Find:Pt:Upper extremity>Acromioclavicular joint:Doc:XR"
69055-2,"Views^WO weight",Find,Pt,"Upper extremity.bilateral>Acromioclavicular joint",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Acromioclavicular joint - bilateral Views WO weight",,2.38,false,"Views^WO weight:Find:Pt:Upper extremity.bilateral>Acromioclavicular joint:Doc:XR"
103474-3,"Views^WO weight",Find,Pt,"Upper extremity.left>Acromioclavicular joint",Doc,XR,RAD,2.75,ACTIVE,2,,,,"XR Acromioclavicular joint - left Views WO weight",,2.75,false,"Views^WO weight:Find:Pt:Upper extremity.left>Acromioclavicular joint:Doc:XR"
103478-4,"Views^WO weight",Find,Pt,"Upper extremity.right>Acromioclavicular joint",Doc,XR,RAD,2.75,ACTIVE,2,,,,"XR Acromioclavicular joint - right Views WO weight",,2.75,false,"Views^WO weight:Find:Pt:Upper extremity.right>Acromioclavicular joint:Doc:XR"
20141-8,"Volume.expired per minute/Body weight^on ventilator",VRatCnt,Pt,"Respiratory system",Qn,,PULM,2.73,ACTIVE,2,,,mL/min/lb,"Volume expired per minute/Body weight --on ventilator",mL/min/[lb_av],1.0m,false,"Volume.expired per minute/Body weight^on ventilator:VRatCnt:Pt:Respiratory system:Qn:"
77233-5,"Body fat percentage",MFr,Pt,^Patient,Qn,BIA,BDYWGT.ATOM,2.52,ACTIVE,2,Observation,,%,"Percentage of body fat by Bioelectrical impedance analysis",%,2.52,false,"Body fat percentage:MFr:Pt:^Patient:Qn:BIA"
41982-0,"Body fat percentage",MFr,Pt,^Patient,Qn,Measured,BDYWGT.ATOM,2.73,ACTIVE,2,,,%,"Percentage of body fat Measured",%,2.16,false,"Body fat percentage:MFr:Pt:^Patient:Qn:Measured"
59575-1,"Body mass index",Prctl,Pt,^Patient,Qn,"Per age",BDYWGT.MOLEC,2.48,ACTIVE,2,,,%,"Body mass index (BMI) [Percentile] Per age",%,2.32,false,"Body mass index:Prctl:Pt:^Patient:Qn:Per age"
41909-3,"Body mass index",Ratio,Pt,^Patient,Qn,Calculated,BDYWGT.ATOM,2.36,DEPRECATED,2,,,,"Deprecated Body mass index (BMI)",,2.16,false,"Body mass index:Ratio:Pt:^Patient:Qn:Calculated"
89270-3,"Body mass index",Ratio,Pt,^Patient,Qn,Estimated,BDYWGT.ATOM,2.73,ACTIVE,2,Both,,kg/m2,"Body mass index (BMI) [Ratio] Estimated",kg/m2,2.64,false,"Body mass index:Ratio:Pt:^Patient:Qn:Estimated"
52507-1,"Weight-bearing restrictions panel",-,Pt,^Patient,-,,PANEL.SURVEY.CARE,2.64,DISCOURAGED,4,,,,"Weight-bearing restrictions panel",,2.26,false,"Weight-bearing restrictions panel:-:Pt:^Patient:-:"
11732-5,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD&FL&HC.Hadlock 1985",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length and Head circumference on US by Hadlock 1985 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD&FL&HC.Hadlock 1985"
11733-3,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD&FL&HC.Roberts 1985",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length and Head circumference on US by Roberts 1985 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD&FL&HC.Roberts 1985"
71341-2,"Kt/V.Peritoneal Dialysis",Ratio,Pt,^Patient,Qn,"Percent of body weight",SURVEY.ESRD,2.67,TRIAL,4,Observation,,ratio,"Kt/V.Peritoneal Dialysis [Percent of body weight]",{ratio},2.40,false,"Kt/V.Peritoneal Dialysis:Ratio:Pt:^Patient:Qn:Percent of body weight"
69695-5,"Fasted - not eaten anything at all for at least 24H - often in last 3Mo in order to avoid gaining weight",Find,3Mo,^Patient,Ord,Reported.PHQ,SURVEY.PHQ,2.61,ACTIVE,4,,"Copyright © Pfizer Inc. All rights reserved. Developed by Drs. Robert L. Spitzer, Janet B.W. Williams, Kurt Kroenke and colleagues, with an educational grant from Pfizer Inc. No permission required to reproduce, translate, display or distribute.",,"Fasted - not eaten anything at all for at least 24 hours - often in last 3 months in order to avoid gaining weight [Reported.PHQ]",,2.38,false,"Fasted - not eaten anything at all for at least 24H - often in last 3Mo in order to avoid gaining weight:Find:3Mo:^Patient:Ord:Reported.PHQ"
20120-2,"Tidal volume.spontaneous+mechanical/Body weight^on ventilator^corrected for compressible gas volume",VCnt,Pt,"Respiratory system",Qn,,PULM,2.48,ACTIVE,2,,,"mL/lb; mL/kg","Tidal volume.spontaneous+mechanical/Body weight [Volume/mass] corrected for compressible gas volume --on ventilator","mL/[lb_av]; mL/kg",1.0m,false,"Tidal volume.spontaneous+mechanical/Body weight^on ventilator^corrected for compressible gas volume:VCnt:Pt:Respiratory system:Qn:"
69694-8,"Took more than twice the recommended dose of laxatives often in last 3Mo in order to avoid gaining weight",Find,3Mo,^Patient,Ord,Reported.PHQ,SURVEY.PHQ,2.61,ACTIVE,4,,"Copyright © Pfizer Inc. All rights reserved. Developed by Drs. Robert L. Spitzer, Janet B.W. Williams, Kurt Kroenke and colleagues, with an educational grant from Pfizer Inc. No permission required to reproduce, translate, display or distribute.",,"Took more than twice the recommended dose of laxatives often in last 3 months in order to avoid gaining weight [Reported.PHQ]",,2.38,false,"Took more than twice the recommended dose of laxatives often in last 3Mo in order to avoid gaining weight:Find:3Mo:^Patient:Ord:Reported.PHQ"
37581-6,"Views^WO & W weight",Find,Pt,"Upper extremity.left>Acromioclavicular joint",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Acromioclavicular joint - left Views WO and W weight",,2.14,false,"Views^WO & W weight:Find:Pt:Upper extremity.left>Acromioclavicular joint:Doc:XR"
37663-2,"Views^WO & W weight",Find,Pt,"Upper extremity.right>Acromioclavicular joint",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Acromioclavicular joint - right Views WO and W weight",,2.14,false,"Views^WO & W weight:Find:Pt:Upper extremity.right>Acromioclavicular joint:Doc:XR"
59576-9,"Body mass index",Prctl,Pt,^Patient,Qn,"Per age and sex",BDYWGT.MOLEC,2.66,ACTIVE,2,,,%,"Body mass index (BMI) [Percentile] Per age and sex",%,2.32,false,"Body mass index:Prctl:Pt:^Patient:Qn:Per age and sex"
65926-8,"How many times per W on average over the past 3Mo have you made yourself vomit to prevent weight gain or counteract the effects of eating",NRat,3Mo,^Patient,Qn,EDDS,PHENX,2.65,ACTIVE,2,,,#/week,"How many times per week on average over the past 3 months have you made yourself vomit to prevent weight gain or counteract the effects of eating [EDDS]",{#}/wk,2.36,false,"How many times per W on average over the past 3Mo have you made yourself vomit to prevent weight gain or counteract the effects of eating:NRat:3Mo:^Patient:Qn:EDDS"
70747-1,"It hurts when I put weight or pressure on the place where I have bone pain in the past 7D",Find,7D,^Patient,Ord,FACIT,SURVEY.GNHLTH,2.66,ACTIVE,4,,"Copyright © 2010 FACIT.org. Used with permission. All translations, adaptations, symptom indices, computer programs, and scoring algorithms, and any other related documents of the Functional Assessment of Chronic Illness Therapy (FACIT) Measurement System, including the Functional Assessment of Cancer Therapy (FACT), are owned and copyrighted by, and the intellectual property of, David Cella, Ph.D.",,"It hurts when I put weight or pressure on the place where I have bone pain in the past 7 days [FACIT]",,2.40,false,"It hurts when I put weight or pressure on the place where I have bone pain in the past 7D:Find:7D:^Patient:Ord:FACIT"
93062-8,"Are you feeling bothered, upset, or worried at this point in your pregnancy about changes in your weight and body shape during pregnancy",Find,Pt,^Patient,Ord,NuPDQ,SURVEY.MTLHLTH,2.67,ACTIVE,4,Observation,"Copyright © 2008 Marci Lobel. Used with permission.",,"Are you feeling bothered, upset, or worried at this point in your pregnancy about changes in your weight and body shape during pregnancy [NuPDQ]",,2.67,false,"Are you feeling bothered, upset, or worried at this point in your pregnancy about changes in your weight and body shape during pregnancy:Find:Pt:^Patient:Ord:NuPDQ"
38004-8,"Views Grashey^WO & W weight",Find,Pt,"Upper extremity.left>Shoulder",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Shoulder - left Grashey Views WO and W weight",,2.14,false,"Views Grashey^WO & W weight:Find:Pt:Upper extremity.left>Shoulder:Doc:XR"
38816-5,"Views Grashey^WO & W weight",Find,Pt,"Upper extremity.right>Shoulder",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Shoulder - right Grashey Views WO and W weight",,2.14,false,"Views Grashey^WO & W weight:Find:Pt:Upper extremity.right>Shoulder:Doc:XR"
37580-8,"Views^WO & W weight",Find,Pt,"Upper extremity.bilateral>Acromioclavicular joint",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Acromioclavicular joint - bilateral Views WO and W weight",,2.14,false,"Views^WO & W weight:Find:Pt:Upper extremity.bilateral>Acromioclavicular joint:Doc:XR"
77243-4,"Dietary behavior",Find,Pt,^Patient,Nom,,SURVEY.HWS,2.52,TRIAL,4,Observation,,,"Dietary behavior",,2.52,false,"Dietary behavior:Find:Pt:^Patient:Nom:"
52506-3,Weight-bearing,-,Pt,^Patient,-,,SURVEY.CARE,2.64,DISCOURAGED,4,,,,Weight-bearing,,2.26,false,Weight-bearing:-:Pt:^Patient:-:
65927-6,"How many times per W on average over the past 3Mo have you used laxatives or diuretics to prevent weight gain or counteract the effects of eating",NRat,3Mo,^Patient,Qn,EDDS,PHENX,2.65,ACTIVE,2,,,#/week,"How many times per week on average over the past 3 months have you used laxatives or diuretics to prevent weight gain or counteract the effects of eating [EDDS]",{#}/wk,2.36,false,"How many times per W on average over the past 3Mo have you used laxatives or diuretics to prevent weight gain or counteract the effects of eating:NRat:3Mo:^Patient:Qn:EDDS"
77318-4,"Is the patient breastfed",Find,Pt,^Patient,Ord,,SURVEY.HWS,2.52,TRIAL,4,Observation,,,"Is the patient breastfed",,2.52,false,"Is the patient breastfed:Find:Pt:^Patient:Ord:"
77242-6,"Physical activity behavior",Find,Pt,^Patient,Nom,,SURVEY.HWS,2.52,TRIAL,4,Observation,,,"Physical activity behavior",,2.52,false,"Physical activity behavior:Find:Pt:^Patient:Nom:"
65928-4,"How many times per W on average over the past 3Mo have you fasted - skipped at least 2 meals in a row - to prevent weight gain or counteract the effects of eating",NRat,3Mo,^Patient,Qn,EDDS,PHENX,2.65,ACTIVE,2,,,#/week,"How many times per week on average over the past 3 months have you fasted - skipped at least 2 meals in a row - to prevent weight gain or counteract the effects of eating [EDDS]",{#}/wk,2.36,false,"How many times per W on average over the past 3Mo have you fasted - skipped at least 2 meals in a row - to prevent weight gain or counteract the effects of eating:NRat:3Mo:^Patient:Qn:EDDS"
77241-8,"Is the patient having any problems breastfeeding",Find,Pt,^Patient,Ord,,SURVEY.HWS,2.52,TRIAL,4,Observation,,,"Is the patient having any problems breastfeeding",,2.52,false,"Is the patient having any problems breastfeeding:Find:Pt:^Patient:Ord:"
43996-8,"Alpha-1-Fetoprotein^^adjusted for diabetes+weight",MoM,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Observation,,M.o.M,"Alpha-1-Fetoprotein [Multiple of the median] adjusted for diabetes+weight in Serum or Plasma",{M.o.M},2.17,false,"Alpha-1-Fetoprotein^^adjusted for diabetes+weight:MoM:Pt:Ser/Plas:Qn:"
52626-9,"Any impairments with weight-bearing",Find,Pt,^Patient,Ord,,SURVEY.CARE,2.64,TRIAL,4,,,,"Any impairments with weight-bearing",,2.26,false,"Any impairments with weight-bearing:Find:Pt:^Patient:Ord:"
77315-0,"Yesterday, what percent of snacks were healthy",NFr,1D,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,%,"Yesterday, what percent of snacks were healthy",%,2.52,false,"Yesterday, what percent of snacks were healthy:NFr:1D:^Patient:Qn:"
8308-9,"Body height^standing",Len,Pt,^Patient,Qn,,BDYHGT.MOLEC,2.73,ACTIVE,2,,,m-cm;ft-in,"Body height --standing",[in_us];cm;m,1.0h(2),false,"Body height^standing:Len:Pt:^Patient:Qn:"
77245-9,"Readiness for change for improved nutrition",Score,Pt,^Patient,Ord,Reported,SURVEY.HWS,2.52,TRIAL,4,Observation,,,"Readiness for change for improved nutrition [Reported]",,2.52,false,"Readiness for change for improved nutrition:Score:Pt:^Patient:Ord:Reported"
77246-7,"Readiness for change for improved sleep patterns",Score,Pt,^Patient,Ord,Reported,SURVEY.HWS,2.52,TRIAL,4,Observation,,,"Readiness for change for improved sleep patterns [Reported]",,2.52,false,"Readiness for change for improved sleep patterns:Score:Pt:^Patient:Ord:Reported"
3155-9,"Specimen mass",Mass,Pt,XXX,Qn,,SPEC,2.69,DEPRECATED,1,,,,"Deprecated Weight of Unspecified specimen",,1.0,false,"Specimen mass:Mass:Pt:XXX:Qn:"
77299-6,"Yesterday, how many times the patient eat fruit",Num,1D,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,#,"Yesterday, how many times the patient eat fruit #",{#},2.52,false,"Yesterday, how many times the patient eat fruit:Num:1D:^Patient:Qn:"
77308-5,"Yesterday, did the patient eat French fries or chips",Find,1D,^Patient,Nom,IHE.HW,SURVEY.HWS,2.52,TRIAL,4,Observation,,,"Yesterday, did the patient eat French fries or chips [IHE.HW]",,2.52,false,"Yesterday, did the patient eat French fries or chips:Find:1D:^Patient:Nom:IHE.HW"
69264-0,"Views^W standing",Find,Pt,Pelvis>Sacrum,Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Sacrum Views W standing",,2.38,false,"Views^W standing:Find:Pt:Pelvis>Sacrum:Doc:XR"
69720-1,"If you checked yes to any of these ways of avoiding gaining weight, were any as often, on average, as twice a W",Find,Pt,^Patient,Ord,Reported.PHQ,SURVEY.PHQ,2.44,ACTIVE,4,,"Copyright © Pfizer Inc. All rights reserved. Developed by Drs. Robert L. Spitzer, Janet B.W. Williams, Kurt Kroenke and colleagues, with an educational grant from Pfizer Inc. No permission required to reproduce, translate, display or distribute.",,"If you checked yes to any of these ways of avoiding gaining weight, were any as often, on average, as twice a week [Reported.PHQ]",,2.38,false,"If you checked yes to any of these ways of avoiding gaining weight, were any as often, on average, as twice a W:Find:Pt:^Patient:Ord:Reported.PHQ"
77240-0,"How much formula does the patient drink per D",NRat,1D,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,oz/d,"How much formula does the patient drink per day",[oz_av]/d,2.52,false,"How much formula does the patient drink per D:NRat:1D:^Patient:Qn:"
77239-2,"Is the patient fed something other than breast milk or formula",Find,Pt,^Patient,Ord,,SURVEY.HWS,2.52,TRIAL,4,Observation,,,"Is the patient fed something other than breast milk or formula",,2.52,false,"Is the patient fed something other than breast milk or formula:Find:Pt:^Patient:Ord:"
77247-5,"Readiness for change for improved exercise",Score,Pt,^Patient,Ord,Reported,SURVEY.HWS,2.73,TRIAL,4,Observation,,,"Readiness for change for improved exercise [Reported]",,2.52,false,"Readiness for change for improved exercise:Score:Pt:^Patient:Ord:Reported"
77248-3,"Readiness for change for improved screen-time",Score,Pt,^Patient,Ord,Reported,SURVEY.HWS,2.52,TRIAL,4,Observation,,,"Readiness for change for improved screen-time [Reported]",,2.52,false,"Readiness for change for improved screen-time:Score:Pt:^Patient:Ord:Reported"
95055-0,DOPamine^standing,MCnc,Pt,Plas,Qn,,CHAL,2.68,ACTIVE,1,Observation,,pg/mL,"DOPamine [Mass/volume] in Plasma --standing",pg/mL,2.68,false,DOPamine^standing:MCnc:Pt:Plas:Qn:
77294-7,"Yesterday, how many times did the patient eat any vegetables",Num,1D,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,#,"Yesterday, how many times did the patient eat any vegetables #",{#},2.52,false,"Yesterday, how many times did the patient eat any vegetables:Num:1D:^Patient:Qn:"
37633-5,"View^W standing",Find,Pt,Pelvis,Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Pelvis Single view W standing",,2.14,false,"View^W standing:Find:Pt:Pelvis:Doc:XR"
77393-7,"Yesterday, how many 8-ounce portions of milk did the patient drink",Num,Pt,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,oz,"Yesterday, how many 8-ounce portions of milk did the patient drink #",[oz_av],2.52,false,"Yesterday, how many 8-ounce portions of milk did the patient drink:Num:Pt:^Patient:Qn:"
77296-2,"Yesterday, how many times did the patient drink 100% fruit juice",Num,1D,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,#,"Yesterday, how many times did the patient drink 100% fruit juice #",{#},2.52,false,"Yesterday, how many times did the patient drink 100% fruit juice:Num:1D:^Patient:Qn:"
100162-7,"Alignment^W standing",Find,Pt,Knee,Ord,XR.measured,CLIN,2.73,ACTIVE,2,Observation,,,"Knee alignment W standing X-ray measured",,2.73,false,"Alignment^W standing:Find:Pt:Knee:Ord:XR.measured"
69001-6,"Heart rate^standing",NRat,Pt,"Arterial system",Qn,,HRTRATE.PSTN.MOLEC,2.73,ACTIVE,2,,,beats/min,"Heart rate --standing",{beats}/min,2.38,false,"Heart rate^standing:NRat:Pt:Arterial system:Qn:"
32684-3,"Heparin.low molecular weight",ACnc,Pt,PPP,Qn,,COAG,2.73,ACTIVE,1,Both,,"arb U/mL","LMW Heparin [Units/volume] in Platelet poor plasma",[arb'U]/mL,2.09,false,"Heparin.low molecular weight:ACnc:Pt:PPP:Qn:"
17368-2,Norepinephrine^standing,MCnc,Pt,Plas,Qn,,CHAL,2.42,ACTIVE,1,Observation,,ug/mL,"Norepinephrine [Mass/volume] in Plasma --standing",ug/mL,1.0l,false,Norepinephrine^standing:MCnc:Pt:Plas:Qn:
33843-4,Norepinephrine^standing,SCnc,Pt,Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,nmol/L,"Norepinephrine [Moles/volume] in Plasma --standing",nmol/L,2.09,false,Norepinephrine^standing:SCnc:Pt:Plas:Qn:
77244-2,"Total combined household income range in last 12Mo",NRat,12Mo,^Patient,Ord,,SURVEY.HWS,2.72,ACTIVE,4,Observation,,,"Total combined household income range in last year",,2.52,false,"Total combined household income range in last 12Mo:NRat:12Mo:^Patient:Ord:"
77295-4,"Yesterday, how many times did the patient drink bottles or glasses of water",Num,1D,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,#,"Yesterday, how many times did the patient drink bottles or glasses of water #",{#},2.52,false,"Yesterday, how many times did the patient drink bottles or glasses of water:Num:1D:^Patient:Qn:"
42420-0,"View AP^W standing",Find,Pt,Pelvis,Doc,XR,RAD,2.61,ACTIVE,2,Both,,,"XR Pelvis AP W standing",,2.16,false,"View AP^W standing:Find:Pt:Pelvis:Doc:XR"
77298-8,"Yesterday, how many times did the patient eat food from any type of restaurant",Num,1D,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,#,"Yesterday, how many times did the patient eat food from any type of restaurant? #",{#},2.52,false,"Yesterday, how many times did the patient eat food from any type of restaurant:Num:1D:^Patient:Qn:"
37204-5,"Views^W standing",Find,Pt,"Lower extremity",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Lower extremity Views W standing",,2.14,false,"Views^W standing:Find:Pt:Lower extremity:Doc:XR"
3272-2,"Heparin.low molecular weight",MRat,24H,Urine,Qn,,COAG,2.19,ACTIVE,1,Both,,,"LMW Heparin [Mass/time] in 24 hour Urine",,1.0,false,"Heparin.low molecular weight:MRat:24H:Urine:Qn:"
8457-4,"Intravascular mean^standing",Pres,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.73,ACTIVE,2,,,"mm Hg","Mean blood pressure--standing",mm[Hg],1.0h(2),false,"Intravascular mean^standing:Pres:Pt:Arterial system:Qn:"
95054-3,EPINEPHrine^standing,MCnc,Pt,Plas,Qn,,CHAL,2.68,ACTIVE,1,Observation,,pg/mL,"EPINEPHrine [Mass/volume] in Plasma --standing",pg/mL,2.68,false,EPINEPHrine^standing:MCnc:Pt:Plas:Qn:
77317-6,"In the past W, how many times were dinners prepared at home and eaten together",NRat,1W,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,#/wk,"In the past week, how many times were dinners prepared at home and eaten together",{#}/wk,2.52,false,"In the past W, how many times were dinners prepared at home and eaten together:NRat:1W:^Patient:Qn:"
77293-9,"Ds per W of moderate to vigorous physical activity",NRat,Pt,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,d/wk,"Days per week of moderate to vigorous physical activity",d/wk,2.52,false,"Ds per W of moderate to vigorous physical activity:NRat:Pt:^Patient:Qn:"
77465-3,Views^standing,Find,Pt,"Lower extremity>Hindfoot+Midfoot",Doc,XR,RAD,2.58,DEPRECATED,2,Both,,,"Deprecated Hindfoot and Midfoot X-ray standing",,2.52,false,"Views^standing:Find:Pt:Lower extremity>Hindfoot+Midfoot:Doc:XR"
69275-6,"Views^W standing",Find,Pt,Chest>Spine.thoracic,Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Thoracic spine Views W standing",,2.38,false,"Views^W standing:Find:Pt:Chest>Spine.thoracic:Doc:XR"
37201-1,"Views^W standing",Find,Pt,"Lower extremity>Ankle",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Ankle Views W standing",,2.14,false,"Views^W standing:Find:Pt:Lower extremity>Ankle:Doc:XR"
37205-2,"Views^W standing",Find,Pt,"Lower extremity>Calcaneus",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Calcaneus Views W standing",,2.14,false,"Views^W standing:Find:Pt:Lower extremity>Calcaneus:Doc:XR"
24708-0,"Views^W standing",Find,Pt,"Lower extremity>Foot",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Foot Views W standing",,1.0o,false,"Views^W standing:Find:Pt:Lower extremity>Foot:Doc:XR"
24809-6,"Views^W standing",Find,Pt,"Lower extremity>Knee",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Knee Views W standing",,1.0o,false,"Views^W standing:Find:Pt:Lower extremity>Knee:Doc:XR"
37899-2,"Views^W standing",Find,Pt,"Lower extremity>Tibia+Fibula",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Tibia and Fibula Views W standing",,2.14,false,"Views^W standing:Find:Pt:Lower extremity>Tibia+Fibula:Doc:XR"
67795-5,"Vital signs, weight, height, head circumference & oximetry panel",-,Pt,^Patient,-,HITSP,PANEL.VITALS,2.58,ACTIVE,2,Order,,,"Vital signs, weight, height, head circumference and oximetry panel HITSP",,2.38,true,"Vital signs, weight, height, head circumference & oximetry panel:-:Pt:^Patient:-:HITSP"
8460-8,"Intravascular systolic^standing",Pres,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.73,ACTIVE,2,,,"mm Hg","Systolic blood pressure--standing",mm[Hg],1.0h(2),false,"Intravascular systolic^standing:Pres:Pt:Arterial system:Qn:"
3280-5,"Kininogen.low molecular weight",MCnc,Pt,Ser,Qn,IA,COAG,2.58,ACTIVE,1,Both,,,"Kininogen LMW [Mass/volume] in Serum by Immunoassay",,1.0,false,"Kininogen.low molecular weight:MCnc:Pt:Ser:Qn:IA"
37910-7,"View lateral^W standing",Find,Pt,Chest>Spine.thoracic,Doc,XR,RAD,2.61,ACTIVE,2,Both,,,"XR Thoracic spine Lateral W standing",,2.14,false,"View lateral^W standing:Find:Pt:Chest>Spine.thoracic:Doc:XR"
37001-5,"View lateral^W standing",Find,Pt,"Lower extremity>Foot",Doc,XR,RAD,2.61,ACTIVE,2,Both,,,"XR Foot Lateral W standing",,2.14,false,"View lateral^W standing:Find:Pt:Lower extremity>Foot:Doc:XR"
44205-3,"View^W standing",Find,Pt,"Lower extremity.bilateral",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Lower extremity - bilateral Single view W standing",,2.17,false,"View^W standing:Find:Pt:Lower extremity.bilateral:Doc:XR"
38850-4,"View^W standing",Find,Pt,"Lower extremity.left",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Lower extremity - left Single view W standing",,2.14,false,"View^W standing:Find:Pt:Lower extremity.left:Doc:XR"
37734-1,"View^W standing",Find,Pt,"Lower extremity.right",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Lower extremity - right Single view W standing",,2.14,false,"View^W standing:Find:Pt:Lower extremity.right:Doc:XR"
69274-9,"Views 2^W standing",Find,Pt,Chest>Spine.thoracic,Doc,XR,RAD,2.61,ACTIVE,2,Both,,,"XR Thoracic spine 2 Views W standing",,2.38,false,"Views 2^W standing:Find:Pt:Chest>Spine.thoracic:Doc:XR"
42443-2,"Views 3^W standing",Find,Pt,Chest>Spine.thoracic,Doc,XR,RAD,2.61,ACTIVE,2,Both,,,"XR Thoracic spine 3 Views W standing",,2.16,false,"Views 3^W standing:Find:Pt:Chest>Spine.thoracic:Doc:XR"
79355-4,"Views 3^W standing",Find,Pt,"Lower extremity>Foot",Doc,XR,RAD,2.61,ACTIVE,2,Both,,,"XR Foot 3 Views W standing",,2.54,false,"Views 3^W standing:Find:Pt:Lower extremity>Foot:Doc:XR"
77300-2,"Yesterday, how many times did the patient drink any regular (not diet) sodas or soft drinks",Num,1D,^Patient,Qn,,SURVEY.HWS,2.52,TRIAL,4,Observation,,#,"Yesterday, how many times did the patient drink any regular (not diet) sodas or soft drinks #",{#},2.52,false,"Yesterday, how many times did the patient drink any regular (not diet) sodas or soft drinks:Num:1D:^Patient:Qn:"
37208-6,"Views^W standing",Find,Pt,Abdomen>Spine.lumbar,Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Lumbar spine Views W standing",,2.14,false,"Views^W standing:Find:Pt:Abdomen>Spine.lumbar:Doc:XR"
85353-1,"Vital signs, weight, height, head circumference, oxygen saturation & BMI panel",-,Pt,^Patient,-,,PANEL.VITALS,2.61,ACTIVE,2,Order,,,"Vital signs, weight, height, head circumference, oxygen saturation and BMI panel",,2.61,true,"Vital signs, weight, height, head circumference, oxygen saturation & BMI panel:-:Pt:^Patient:-:"
3270-6,"Heparin.low molecular weight",ACnc,Pt,PPP,Qn,Coag,COAG,2.73,ACTIVE,1,Both,,"arb U/mL","LMW Heparin [Units/volume] in Platelet poor plasma by Coagulation assay",[arb'U]/mL,1.0,false,"Heparin.low molecular weight:ACnc:Pt:PPP:Qn:Coag"
8454-1,"Intravascular diastolic^standing",Pres,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.73,ACTIVE,2,,,"mm Hg","Diastolic blood pressure--standing",mm[Hg],1.0h(2),false,"Intravascular diastolic^standing:Pres:Pt:Arterial system:Qn:"
3279-7,"Kininogen.low molecular weight",MCnc,Pt,PPP,Qn,IA,COAG,2.58,ACTIVE,1,Both,,,"Kininogen LMW [Mass/volume] in Platelet poor plasma by Immunoassay",,1.0,false,"Kininogen.low molecular weight:MCnc:Pt:PPP:Qn:IA"
